MinaHenaen,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
aabend17,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_4""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_2"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
jau,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_4""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_1""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_2"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
ereznik,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1"", ""choice_3""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_10_1"": [""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0"", ""choice_1""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
irogers-shepp,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_2""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
cazoba,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_3""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0"", ""choice_1""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_2"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
CatharineLeahy,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_2""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
ngrao,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
mrd3,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
mwissler,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
jsion,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_2"", ""choice_4""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0"", ""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
kqian,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_1"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
davkim95,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1"", ""choice_3""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_3""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
pahuang,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_1""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
kristena,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
epauls,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_4""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_1"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
TiffanyRichardson,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_4""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
nywang28,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
rkychae,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_1""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_10_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
kyamaya,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_4""], ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_1"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
cromeyn,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_10_1"": [""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
Zachary_Flamholz,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_11_1"": [""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
silbert,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_3""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
dkj,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_2""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
joshuask,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_3""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_2""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_3""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2""}"
joshuakm,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_3""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_2""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
